Mom ID,i3541,i931,i3526,i933,i931,i931,i3508,i935,i938,i3510,i3537,i915,i3510,i3503,i3513,i3530,i931,i3502,i3511,i938,i3516,i3511,i3513,i3530,i931,i3547,i3502,i3525,i950,i3523,i941,i3519,na,i3548,i942,i915,i931,i3502,i3509,i3519,i950,i3503,i3530,i3509,i3502,i3509,i3502,i3513,i3530,i925,i950,i3530,i3530,i3502,i3502,i3502,i3615,i3506,i3532,i921,i3507,i3546,i3534,i3512,i3526,i933,i3532,i3606,i3530,i938,i921,i949,i941,i3511
Birthdate,38503,38527,38555,38565,38577,38581,38505,38557,38579,38509,38509,38525,38511,38517,38529,38563,38577,38513,38555,38561,38569,38577,38515,38533,38557,38565,38569,38577,38531,38543,38579,38527,38557,38571,38579,38517,38557,38579,38519,38527,38531,38541,38553,38523,38527,38535,38579,38523,38533,38525,38531,38527,38533,38537,38537,38543,38609,38619,38655,38585,38619,38661,38667,38679,38555,38583,38665,38669,38583,38589,38585,38589,38585,38595
ID,i1076,i1077,i1078,i1079,i1080,i1081,i1082,i1083,i1084,i1085,i1086,i1087,i1089,i1090,i1091,i1092,i1093,i1094,i1095,i1096,i1097,i1098,i1099,i1100,i1101,i1102,i1103,i1104,i1105,i1106,i1107,i1108,i1109,i1110,i1111,i1112,i1113,i1114,i1115,i1116,i1117,i1118,i1119,i1120,i1121,i1122,i1123,i1124,i1125,i1126,i1127,i1128,i1129,i1130,i1131,i1132,i3701,i3702,i3703,i3704,i3705,i3706,i3707,i3708,i3709,i3710,i3711,i3712,i3713,i3714,i3715,i3716,i3717,i3718
Vial,e1,e1,e1,e1,e1,e1,e2,e2,e2,e3,e4,e4,e5,e5,e5,e5,e5,e6,e6,e6,e6,e6,e7,e7,e7,e7,e7,e7,e8,e8 (e19),e8,e9,e9,e9,e9,e10,e10,e10,e11,e11,e11,e11,e11,e12,e12,e12 (e18),e12,e13,e13,e14,e14,e15,e16,e16,e17,e20,e1,e1,e1,e2,e2,e2,e2,e2,e3,e3,e3,e3,e4,e4,e5,e5,e6,e7
Age,1,2,3,4,5,6,7,8,9,10,11,12,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,,,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,0,0,,,0,0,,0,0,0
7,0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,,,,,0,0,0,,,,0,0,0,0,,,,0,0,,,,0,,0,,0,0,0,3,0,,0,0,,0,0,0,0,,0,0,,,,0,0,0,,,,0,,0,0,0
9,0,0,0,,,0,0,0,,0,0,,,0,0,0,,0,,,,,0,0,,,,,0,0,0,0,,,,0,0,,,,0,,0,,0,0,0,3,0,,0,0,,0,2,0,,,0,0,,,,,0,0,,,,0,,0,0,0
11,0,1,,,,0,0,0,,0,,,,,0,,,0,,,,,2,0,,,,,0,0,,0,,,,0,0,,,,,,0,,0,0,0,,2,,0,0,,0,2,1,,,0,0,,,,,0,0,,,,0,,0,0,
13,0,1,,,,0,0,0,,1,,,,,0,,,0,,,,,2,3,,,,,0,0,,0,,,,0,0,,,,,,0,,0,3,0,,3,,0,0,,3,3,,,,0,0,,,,,1,0,,,,0,,0,0,
15,0,1,,,,0,0,0,,3,,,,,0,,,0,,,,,4,3,,,,,0,0,,0,,,,0,0,,,,,,0,,1,5,0,,3,,2,0,,,3,,,,0,0,,,,,1,0,,,,0,,0,0,
17,,3,,,,0,0,0,,3,,,,,2,,,0,,,,,,3,,,,,2,0,,0,,,,0,0,,,,,,0,,3,5,0,,7,,2,0,,,5,,,,0,0,,,,,1,1,,,,0,,,,
19,,3,,,,0,0,0,,5,,,,,2,,,1,,,,,,3,,,,,,0,,0,,,,0,,,,,,,0,,3,5,0,,8,,2,0,,,5,,,,0,0,,,,,1,,,,,0,,,,
21,,4,,,,0,0,,,5,,,,,2,,,1,,,,,,,,,,,,2,,3,,,,0,,,,,,,2,,,5,0,,,,,0,,,5,,,,0,0,,,,,1,,,,,0,,,,
23,,4,,,,0,0,,,,,,,,2,,,1,,,,,,,,,,,,2,,3,,,,0,,,,,,,2,,,6,0,,,,,,,,5,,,,0,0,,,,,1,,,,,0,,,,
25,,,,,,0,0,,,,,,,,2,,,1,,,,,,,,,,,,2,,3,,,,0,,,,,,,2,,,6,0,,,,,,,,5,,,,0,,,,,,1,,,,,0,,,,
27,,,,,,0,0,,,,,,,,2,,,1,,,,,,,,,,,,2,,,,,,0,,,,,,,2,,,6,,,,,,,,,7,,,,0,,,,,,,,,,,0,,,,
29,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,2,,,,,,0,,,,,,,2,,,6,,,,,,,,,7,,,,0,,,,,,,,,,,0,,,,
31,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,2,,,,,,0,,,,,,,2,,,,,,,,,,,,7,,,,0,,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,